scenario,split,arm,cost,pending_cost,technician_hours,engineer_hours,equipment_hours,nominal_hours,complete,correctly_complete,unresolved_count,false_absences,false_positives,missed_faults,missed_coexisting_faults,incorrectly_complete,review_pending,attempts,inconclusive_attempts,mechanism_evidence_complete,battery_attempted,audit_complete,cases
base,train,mock,1978.9831546707503,765.9234303215926,4.729134762633997,5.065781010719755,11.577128637059724,33.982120980091885,0.5292955589586523,0.4764624808575804,1.6313629402756509,0.02448698315467075,0.06578866768759571,0.2237366003062787,0.011378254211332312,0.052833078101071976,0.4707044410413476,3.759127105666156,0.5482542113323124,0.529709035222052,0.019280245022970904,0.017105666156202144,653
base,train,prevalence,1979.2465543644716,765.3169984686065,4.7302986217457885,5.065934150076569,11.57758805513017,33.99571975497703,0.5295865237366003,0.4764624808575804,1.6303828483920368,0.02448698315467075,0.06614088820826952,0.2236906584992343,0.011378254211332312,0.05312404287901991,0.4704134762633997,3.757748851454824,0.5479785604900459,0.53,0.019280245022970904,0.017105666156202144,653
base,validation,ct_first,1990.563492063492,754.2857142857143,4.766825396825396,5.085992063492063,11.633928571428571,34.29107142857143,0.5343650793650794,0.4777777777777778,1.613968253968254,0.026507936507936508,0.06785714285714285,0.2276984126984127,0.006904761904761905,0.05658730158730159,0.4656349206349206,3.7672222222222222,0.5488888888888889,0.5345238095238095,0.02349206349206349,0.020714285714285713,126
base,validation,full,1990.563492063492,754.2857142857143,4.766825396825396,5.085992063492063,11.633928571428571,34.29107142857143,0.5343650793650794,0.4777777777777778,1.613968253968254,0.026507936507936508,0.06785714285714285,0.2276984126984127,0.006904761904761905,0.05658730158730159,0.4656349206349206,3.7672222222222222,0.5488888888888889,0.5345238095238095,0.02349206349206349,0.020714285714285713,126
base,validation,inspection,1990.563492063492,754.2857142857143,4.766825396825396,5.085992063492063,11.633928571428571,34.29107142857143,0.5343650793650794,0.4777777777777778,1.613968253968254,0.026507936507936508,0.06785714285714285,0.2276984126984127,0.006904761904761905,0.05658730158730159,0.4656349206349206,3.7672222222222222,0.5488888888888889,0.5345238095238095,0.02349206349206349,0.020714285714285713,126
base,validation,manufacturing,1990.563492063492,754.2857142857143,4.766825396825396,5.085992063492063,11.633928571428571,34.29107142857143,0.5343650793650794,0.4777777777777778,1.613968253968254,0.026507936507936508,0.06785714285714285,0.2276984126984127,0.006904761904761905,0.05658730158730159,0.4656349206349206,3.7672222222222222,0.5488888888888889,0.5345238095238095,0.02349206349206349,0.020714285714285713,126
base,validation,mock,1990.8968253968253,755.4285714285714,4.766706349206349,5.087777777777778,11.639285714285714,34.27166666666667,0.5338095238095238,0.4777777777777778,1.6157936507936508,0.026507936507936508,0.06714285714285714,0.22793650793650794,0.006904761904761905,0.05603174603174603,0.4661904761904762,3.773968253968254,0.5496825396825397,0.533968253968254,0.02349206349206349,0.020714285714285713,126
base,validation,prevalence,1990.563492063492,754.2857142857143,4.766825396825396,5.085992063492063,11.633928571428571,34.29107142857143,0.5343650793650794,0.4777777777777778,1.613968253968254,0.026507936507936508,0.06785714285714285,0.2276984126984127,0.006904761904761905,0.05658730158730159,0.4656349206349206,3.7672222222222222,0.5488888888888889,0.5345238095238095,0.02349206349206349,0.020714285714285713,126
q_minus_0.05,test,ct_first,2183.8138686131388,550.3795620437957,5.429981751824817,5.389087591240876,12.583649635036496,39.65875912408759,0.671970802919708,0.6075182481751825,1.1297080291970802,0.024525547445255473,0.06941605839416058,0.17795620437956206,0.00635036496350365,0.06445255474452555,0.328029197080292,3.807007299270073,0.33386861313868615,0.671970802919708,0.007518248175182482,0.007372262773722628,137
q_minus_0.05,test,full,2183.8138686131388,550.3795620437957,5.429981751824817,5.389087591240876,12.583649635036496,39.65875912408759,0.671970802919708,0.6075182481751825,1.1297080291970802,0.024525547445255473,0.06941605839416058,0.17795620437956206,0.00635036496350365,0.06445255474452555,0.328029197080292,3.807007299270073,0.33386861313868615,0.671970802919708,0.007518248175182482,0.007372262773722628,137
q_minus_0.05,test,inspection,2183.8138686131388,550.3795620437957,5.429981751824817,5.389087591240876,12.583649635036496,39.65875912408759,0.671970802919708,0.6075182481751825,1.1297080291970802,0.024525547445255473,0.06941605839416058,0.17795620437956206,0.00635036496350365,0.06445255474452555,0.328029197080292,3.807007299270073,0.33386861313868615,0.671970802919708,0.007518248175182482,0.007372262773722628,137
q_minus_0.05,test,manufacturing,2183.8138686131388,550.3795620437957,5.429981751824817,5.389087591240876,12.583649635036496,39.65875912408759,0.671970802919708,0.6075182481751825,1.1297080291970802,0.024525547445255473,0.06941605839416058,0.17795620437956206,0.00635036496350365,0.06445255474452555,0.328029197080292,3.807007299270073,0.33386861313868615,0.671970802919708,0.007518248175182482,0.007372262773722628,137
q_minus_0.05,test,mock,2184.8211678832117,550.6423357664233,5.43228102189781,5.391824817518248,12.591861313868613,39.661277372262774,0.6718248175182482,0.6073722627737226,1.13014598540146,0.024525547445255473,0.06941605839416058,0.1781021897810219,0.00635036496350365,0.06445255474452555,0.3281751824817518,3.8132116788321166,0.3348905109489051,0.6718248175182482,0.007518248175182482,0.007372262773722628,137
q_minus_0.05,test,prevalence,2183.8138686131388,550.3795620437957,5.429981751824817,5.389087591240876,12.583649635036496,39.65875912408759,0.671970802919708,0.6075182481751825,1.1297080291970802,0.024525547445255473,0.06941605839416058,0.17795620437956206,0.00635036496350365,0.06445255474452555,0.328029197080292,3.807007299270073,0.33386861313868615,0.671970802919708,0.007518248175182482,0.007372262773722628,137
q_plus_0.05,test,ct_first,1826.8941605839416,923.6496350364963,4.214142335766423,4.820328467153285,10.827445255474453,29.815036496350366,0.4205109489051095,0.3808759124087591,2.0562773722627736,0.02394160583941606,0.06160583941605839,0.2916788321167883,0.01072992700729927,0.03963503649635036,0.5794890510948905,3.7063503649635035,0.7348905109489051,0.4205839416058394,0.004744525547445255,0.004087591240875913,137
q_plus_0.05,test,full,1826.8941605839416,923.6496350364963,4.214142335766423,4.820328467153285,10.827445255474453,29.815036496350366,0.4205109489051095,0.3808759124087591,2.0562773722627736,0.02394160583941606,0.06160583941605839,0.2916788321167883,0.01072992700729927,0.03963503649635036,0.5794890510948905,3.7063503649635035,0.7348905109489051,0.4205839416058394,0.004744525547445255,0.004087591240875913,137
q_plus_0.05,test,inspection,1826.8941605839416,923.6496350364963,4.214142335766423,4.820328467153285,10.827445255474453,29.815036496350366,0.4205109489051095,0.3808759124087591,2.0562773722627736,0.02394160583941606,0.06160583941605839,0.2916788321167883,0.01072992700729927,0.03963503649635036,0.5794890510948905,3.7063503649635035,0.7348905109489051,0.4205839416058394,0.004744525547445255,0.004087591240875913,137
q_plus_0.05,test,manufacturing,1826.8941605839416,923.6496350364963,4.214142335766423,4.820328467153285,10.827445255474453,29.815036496350366,0.4205109489051095,0.3808759124087591,2.0562773722627736,0.02394160583941606,0.06160583941605839,0.2916788321167883,0.01072992700729927,0.03963503649635036,0.5794890510948905,3.7063503649635035,0.7348905109489051,0.4205839416058394,0.004744525547445255,0.004087591240875913,137
q_plus_0.05,test,mock,1827.8868613138686,923.7810218978102,4.2165145985401455,4.822919708029197,10.83521897810219,29.819963503649635,0.42043795620437957,0.3808029197080292,2.0564963503649634,0.02394160583941606,0.06160583941605839,0.29175182481751827,0.01072992700729927,0.03963503649635036,0.5795620437956205,3.711897810218978,0.7365693430656934,0.4205109489051095,0.004744525547445255,0.004087591240875913,137
q_plus_0.05,test,prevalence,1826.8941605839416,923.6496350364963,4.214142335766423,4.820328467153285,10.827445255474453,29.815036496350366,0.4205109489051095,0.3808759124087591,2.0562773722627736,0.02394160583941606,0.06160583941605839,0.2916788321167883,0.01072992700729927,0.03963503649635036,0.5794890510948905,3.7063503649635035,0.7348905109489051,0.4205839416058394,0.004744525547445255,0.004087591240875913,137
rate_0.75,test,ct_first,1556.3587591240876,591.8430656934306,4.786514598540146,5.086642335766423,11.651642335766423,34.45383211678832,0.5354014598540145,0.48423357664233574,1.6138686131386861,0.024160583941605838,0.06569343065693431,0.23766423357664235,0.009051094890510949,0.05116788321167883,0.4645985401459854,3.74992700729927,0.5394890510948905,0.5354014598540145,0.006642335766423358,0.0062043795620437955,137
rate_0.75,test,full,1556.3587591240876,591.8430656934306,4.786514598540146,5.086642335766423,11.651642335766423,34.45383211678832,0.5354014598540145,0.48423357664233574,1.6138686131386861,0.024160583941605838,0.06569343065693431,0.23766423357664235,0.009051094890510949,0.05116788321167883,0.4645985401459854,3.74992700729927,0.5394890510948905,0.5354014598540145,0.006642335766423358,0.0062043795620437955,137
rate_0.75,test,inspection,1556.3587591240876,591.8430656934306,4.786514598540146,5.086642335766423,11.651642335766423,34.45383211678832,0.5354014598540145,0.48423357664233574,1.6138686131386861,0.024160583941605838,0.06569343065693431,0.23766423357664235,0.009051094890510949,0.05116788321167883,0.4645985401459854,3.74992700729927,0.5394890510948905,0.5354014598540145,0.006642335766423358,0.0062043795620437955,137
rate_0.75,test,manufacturing,1556.3587591240876,591.8430656934306,4.786514598540146,5.086642335766423,11.651642335766423,34.45383211678832,0.5354014598540145,0.48423357664233574,1.6138686131386861,0.024160583941605838,0.06569343065693431,0.23766423357664235,0.009051094890510949,0.05116788321167883,0.4645985401459854,3.74992700729927,0.5394890510948905,0.5354014598540145,0.006642335766423358,0.0062043795620437955,137
rate_0.75,test,mock,1557.0671532846716,592.051094890511,4.788594890510949,5.089160583941606,11.659197080291971,34.455693430656936,0.5352554744525547,0.4840875912408759,1.6143065693430656,0.024160583941605838,0.06569343065693431,0.2378102189781022,0.009051094890510949,0.05116788321167883,0.4647445255474453,3.7556934306569345,0.5408029197080292,0.5352554744525547,0.006642335766423358,0.0062043795620437955,137
rate_0.75,test,prevalence,1556.3587591240876,591.8430656934306,4.786514598540146,5.086642335766423,11.651642335766423,34.45383211678832,0.5354014598540145,0.48423357664233574,1.6138686131386861,0.024160583941605838,0.06569343065693431,0.23766423357664235,0.009051094890510949,0.05116788321167883,0.4645985401459854,3.74992700729927,0.5394890510948905,0.5354014598540145,0.006642335766423358,0.0062043795620437955,137
rate_1.25,test,ct_first,2432.90401459854,903.3394160583941,4.786514598540146,5.086642335766423,11.651642335766423,34.45383211678832,0.5354014598540145,0.48423357664233574,1.6138686131386861,0.024160583941605838,0.06569343065693431,0.23766423357664235,0.009051094890510949,0.05116788321167883,0.4645985401459854,3.74992700729927,0.5394890510948905,0.5354014598540145,0.006642335766423358,0.0062043795620437955,137
rate_1.25,test,full,2432.90401459854,903.3394160583941,4.786514598540146,5.086642335766423,11.651642335766423,34.45383211678832,0.5354014598540145,0.48423357664233574,1.6138686131386861,0.024160583941605838,0.06569343065693431,0.23766423357664235,0.009051094890510949,0.05116788321167883,0.4645985401459854,3.74992700729927,0.5394890510948905,0.5354014598540145,0.006642335766423358,0.0062043795620437955,137
rate_1.25,test,inspection,2432.90401459854,903.3394160583941,4.786514598540146,5.086642335766423,11.651642335766423,34.45383211678832,0.5354014598540145,0.48423357664233574,1.6138686131386861,0.024160583941605838,0.06569343065693431,0.23766423357664235,0.009051094890510949,0.05116788321167883,0.4645985401459854,3.74992700729927,0.5394890510948905,0.5354014598540145,0.006642335766423358,0.0062043795620437955,137
rate_1.25,test,manufacturing,2432.90401459854,903.3394160583941,4.786514598540146,5.086642335766423,11.651642335766423,34.45383211678832,0.5354014598540145,0.48423357664233574,1.6138686131386861,0.024160583941605838,0.06569343065693431,0.23766423357664235,0.009051094890510949,0.05116788321167883,0.4645985401459854,3.74992700729927,0.5394890510948905,0.5354014598540145,0.006642335766423358,0.0062043795620437955,137
rate_1.25,test,mock,2434.0350364963506,903.6569343065694,4.788594890510949,5.089160583941606,11.659197080291971,34.455693430656936,0.5352554744525547,0.4840875912408759,1.6143065693430656,0.024160583941605838,0.06569343065693431,0.2378102189781022,0.009051094890510949,0.05116788321167883,0.4647445255474453,3.7556934306569345,0.5408029197080292,0.5352554744525547,0.006642335766423358,0.0062043795620437955,137
rate_1.25,test,prevalence,2432.90401459854,903.3394160583941,4.786514598540146,5.086642335766423,11.651642335766423,34.45383211678832,0.5354014598540145,0.48423357664233574,1.6138686131386861,0.024160583941605838,0.06569343065693431,0.23766423357664235,0.009051094890510949,0.05116788321167883,0.4645985401459854,3.74992700729927,0.5394890510948905,0.5354014598540145,0.006642335766423358,0.0062043795620437955,137
sensitivity_minus_0.05,test,ct_first,1976.2664233576643,766.3795620437957,4.724945255474452,5.056386861313869,11.56087591240876,33.955985401459856,0.5203649635036496,0.45255474452554745,1.6508029197080292,0.05364963503649635,0.06510948905109488,0.285036496350365,0.010875912408759124,0.06781021897810219,0.47963503649635036,3.7416058394160583,0.5392700729927007,0.5203649635036496,0.006423357664233576,0.006131386861313868,137
sensitivity_minus_0.05,test,full,1976.2664233576643,766.3795620437957,4.724945255474452,5.056386861313869,11.56087591240876,33.955985401459856,0.5203649635036496,0.45255474452554745,1.6508029197080292,0.05364963503649635,0.06510948905109488,0.285036496350365,0.010875912408759124,0.06781021897810219,0.47963503649635036,3.7416058394160583,0.5392700729927007,0.5203649635036496,0.006423357664233576,0.006131386861313868,137
sensitivity_minus_0.05,test,inspection,1976.2664233576643,766.3795620437957,4.724945255474452,5.056386861313869,11.56087591240876,33.955985401459856,0.5203649635036496,0.45255474452554745,1.6508029197080292,0.05364963503649635,0.06510948905109488,0.285036496350365,0.010875912408759124,0.06781021897810219,0.47963503649635036,3.7416058394160583,0.5392700729927007,0.5203649635036496,0.006423357664233576,0.006131386861313868,137
sensitivity_minus_0.05,test,manufacturing,1976.2664233576643,766.3795620437957,4.724945255474452,5.056386861313869,11.56087591240876,33.955985401459856,0.5203649635036496,0.45255474452554745,1.6508029197080292,0.05364963503649635,0.06510948905109488,0.285036496350365,0.010875912408759124,0.06781021897810219,0.47963503649635036,3.7416058394160583,0.5392700729927007,0.5203649635036496,0.006423357664233576,0.006131386861313868,137
sensitivity_minus_0.05,test,mock,1976.9087591240875,766.9051094890511,4.726113138686132,5.0584306569343065,11.567007299270074,33.9507299270073,0.5200729927007299,0.45226277372262774,1.6517518248175183,0.05364963503649635,0.06510948905109488,0.2854014598540146,0.010875912408759124,0.06781021897810219,0.47992700729927007,3.747153284671533,0.5405839416058394,0.5200729927007299,0.006423357664233576,0.006131386861313868,137
sensitivity_minus_0.05,test,prevalence,1976.2664233576643,766.3795620437957,4.724945255474452,5.056386861313869,11.56087591240876,33.955985401459856,0.5203649635036496,0.45255474452554745,1.6508029197080292,0.05364963503649635,0.06510948905109488,0.285036496350365,0.010875912408759124,0.06781021897810219,0.47963503649635036,3.7416058394160583,0.5392700729927007,0.5203649635036496,0.006423357664233576,0.006131386861313868,137
specificity_minus_0.02,test,ct_first,1963.594890510949,775.1824817518249,4.685930656934307,5.032043795620438,11.487846715328468,33.692226277372264,0.5052554744525547,0.4091970802919708,1.677153284671533,0.024525547445255473,0.15255474452554746,0.24116788321167884,0.008978102189781022,0.09605839416058394,0.49474452554744525,3.7173722627737225,0.536058394160584,0.5053284671532847,0.006569343065693431,0.00583941605839416,137
specificity_minus_0.02,test,full,1963.594890510949,775.1824817518249,4.685930656934307,5.032043795620438,11.487846715328468,33.692226277372264,0.5052554744525547,0.4091970802919708,1.677153284671533,0.024525547445255473,0.15255474452554746,0.24116788321167884,0.008978102189781022,0.09605839416058394,0.49474452554744525,3.7173722627737225,0.536058394160584,0.5053284671532847,0.006569343065693431,0.00583941605839416,137
specificity_minus_0.02,test,inspection,1963.594890510949,775.1824817518249,4.685930656934307,5.032043795620438,11.487846715328468,33.692226277372264,0.5052554744525547,0.4091970802919708,1.677153284671533,0.024525547445255473,0.15255474452554746,0.24116788321167884,0.008978102189781022,0.09605839416058394,0.49474452554744525,3.7173722627737225,0.536058394160584,0.5053284671532847,0.006569343065693431,0.00583941605839416,137
specificity_minus_0.02,test,manufacturing,1963.594890510949,775.1824817518249,4.685930656934307,5.032043795620438,11.487846715328468,33.692226277372264,0.5052554744525547,0.4091970802919708,1.677153284671533,0.024525547445255473,0.15255474452554746,0.24116788321167884,0.008978102189781022,0.09605839416058394,0.49474452554744525,3.7173722627737225,0.536058394160584,0.5053284671532847,0.006569343065693431,0.00583941605839416,137
specificity_minus_0.02,test,mock,1963.6824817518248,776.3649635036496,4.685164233576642,5.033248175182481,11.491459854014598,33.67021897810219,0.5046715328467153,0.40905109489051095,1.679197080291971,0.024525547445255473,0.15204379562043796,0.2413138686131387,0.008978102189781022,0.09562043795620438,0.49532846715328466,3.723065693430657,0.5373722627737226,0.5047445255474453,0.006569343065693431,0.00583941605839416,137
specificity_minus_0.02,test,prevalence,1963.594890510949,775.1824817518249,4.685930656934307,5.032043795620438,11.487846715328468,33.692226277372264,0.5052554744525547,0.4091970802919708,1.677153284671533,0.024525547445255473,0.15255474452554746,0.24116788321167884,0.008978102189781022,0.09605839416058394,0.49474452554744525,3.7173722627737225,0.536058394160584,0.5053284671532847,0.006569343065693431,0.00583941605839416,137
