run_id,wafer_id,process_step,sample_index,elapsed_sec,timestamp_utc,sensor_name,setpoint_value,measured_value,unit
R0005713,W005713,OXIDATION,82,1205.4354,2025-06-06T01:56:05.435435Z,temperature_c,850,851.17995,degC
R0005713,W005713,OXIDATION,83,1220.1359,2025-06-06T01:56:20.135867Z,temperature_c,850,851.52015,degC
R0005713,W005713,OXIDATION,84,1234.8363,2025-06-06T01:56:34.836300Z,temperature_c,850,851.04817,degC
R0005713,W005713,OXIDATION,85,1249.5367,2025-06-06T01:56:49.536732Z,temperature_c,850,850.69964,degC
R0005713,W005713,OXIDATION,86,1264.2372,2025-06-06T01:57:04.237164Z,temperature_c,850,850.82539,degC
R0005713,W005713,OXIDATION,87,1278.9376,2025-06-06T01:57:18.937596Z,temperature_c,850,850.88898,degC
R0005713,W005713,OXIDATION,88,1293.638,2025-06-06T01:57:33.638028Z,temperature_c,850,851.99754,degC
R0005713,W005713,OXIDATION,89,1308.3385,2025-06-06T01:57:48.338460Z,temperature_c,850,851.69347,degC
R0005713,W005713,OXIDATION,90,1323.0389,2025-06-06T01:58:03.038892Z,temperature_c,850,850.37627,degC
R0005713,W005713,OXIDATION,91,1337.7393,2025-06-06T01:58:17.739325Z,temperature_c,850,851.8285,degC
R0005713,W005713,OXIDATION,92,1352.4398,2025-06-06T01:58:32.439757Z,temperature_c,850,851.65312,degC
R0005713,W005713,OXIDATION,93,1367.1402,2025-06-06T01:58:47.140189Z,temperature_c,850,851.78155,degC
R0005713,W005713,OXIDATION,94,1381.8406,2025-06-06T01:59:01.840621Z,temperature_c,850,851.53052,degC
R0005713,W005713,OXIDATION,95,1396.5411,2025-06-06T01:59:16.541053Z,temperature_c,850,851.00095,degC
R0005713,W005713,OXIDATION,96,1411.2415,2025-06-06T01:59:31.241485Z,temperature_c,850,851.6497,degC
R0005713,W005713,OXIDATION,97,1425.9419,2025-06-06T01:59:45.941917Z,temperature_c,850,851.2855,degC
R0005713,W005713,OXIDATION,98,1440.6424,2025-06-06T02:00:00.642350Z,temperature_c,850,849.79058,degC
R0005713,W005713,OXIDATION,99,1455.3428,2025-06-06T02:00:15.342782Z,temperature_c,850,849.42756,degC
R0005713,W005713,OXIDATION,100,1470.0432,2025-06-06T02:00:30.043214Z,temperature_c,850,847.99221,degC
R0005713,W005713,OXIDATION,101,1484.7436,2025-06-06T02:00:44.743646Z,temperature_c,850,848.57383,degC
R0005713,W005713,OXIDATION,102,1499.4441,2025-06-06T02:00:59.444078Z,temperature_c,850,848.64299,degC
R0005713,W005713,OXIDATION,103,1514.1445,2025-06-06T02:01:14.144510Z,temperature_c,850,848.38407,degC
R0005713,W005713,OXIDATION,104,1528.8449,2025-06-06T02:01:28.844942Z,temperature_c,850,848.23755,degC
R0005713,W005713,OXIDATION,105,1543.5454,2025-06-06T02:01:43.545375Z,temperature_c,850,849.61321,degC
R0005713,W005713,OXIDATION,106,1558.2458,2025-06-06T02:01:58.245807Z,temperature_c,850,849.36133,degC
R0005713,W005713,OXIDATION,107,1572.9462,2025-06-06T02:02:12.946239Z,temperature_c,850,848.13914,degC
R0005713,W005713,OXIDATION,108,1587.6467,2025-06-06T02:02:27.646671Z,temperature_c,850,849.28016,degC
R0005713,W005713,OXIDATION,109,1602.3471,2025-06-06T02:02:42.347103Z,temperature_c,850,849.03169,degC
R0005713,W005713,OXIDATION,110,1617.0475,2025-06-06T02:02:57.047535Z,temperature_c,850,849.7948,degC
R0005713,W005713,OXIDATION,111,1631.748,2025-06-06T02:03:11.747967Z,temperature_c,850,850.1264,degC
R0005713,W005713,OXIDATION,112,1646.4484,2025-06-06T02:03:26.448400Z,temperature_c,850,852.16092,degC
R0005713,W005713,OXIDATION,113,1661.1488,2025-06-06T02:03:41.148832Z,temperature_c,850,852.51619,degC
R0005713,W005713,OXIDATION,114,1675.8493,2025-06-06T02:03:55.849264Z,temperature_c,850,852.41273,degC
R0005713,W005713,OXIDATION,115,1690.5497,2025-06-06T02:04:10.549696Z,temperature_c,850,852.91932,degC
R0005713,W005713,OXIDATION,116,1705.2501,2025-06-06T02:04:25.250128Z,temperature_c,850,853.20558,degC
R0005713,W005713,OXIDATION,117,1719.9506,2025-06-06T02:04:39.950560Z,temperature_c,850,851.80103,degC
R0005713,W005713,OXIDATION,118,1734.651,2025-06-06T02:04:54.650993Z,temperature_c,850,852.69979,degC
R0005713,W005713,OXIDATION,119,1749.3514,2025-06-06T02:05:09.351425Z,temperature_c,850,852.0373,degC
R0005713,W005713,OXIDATION,120,1764.0519,2025-06-06T02:05:24.051857Z,temperature_c,850,852.06153,degC
R0000871,W000871,OXIDATION,0,0,2025-01-18T02:40:00.000000Z,temperature_c,850,856.38751,degC
R0000871,W000871,OXIDATION,1,15.223486,2025-01-18T02:40:15.223486Z,temperature_c,850,855.23036,degC
R0000871,W000871,OXIDATION,2,30.446972,2025-01-18T02:40:30.446972Z,temperature_c,850,856.20791,degC
R0000871,W000871,OXIDATION,3,45.670458,2025-01-18T02:40:45.670458Z,temperature_c,850,855.03102,degC
R0000871,W000871,OXIDATION,4,60.893945,2025-01-18T02:41:00.893944Z,temperature_c,850,859.4226,degC
R0000871,W000871,OXIDATION,5,76.117431,2025-01-18T02:41:16.117430Z,temperature_c,850,859.61796,degC
R0000871,W000871,OXIDATION,6,91.340917,2025-01-18T02:41:31.340916Z,temperature_c,850,857.60643,degC
R0000871,W000871,OXIDATION,7,106.5644,2025-01-18T02:41:46.564402Z,temperature_c,850,859.74758,degC
R0000871,W000871,OXIDATION,8,121.78789,2025-01-18T02:42:01.787889Z,temperature_c,850,859.82148,degC
R0000871,W000871,OXIDATION,9,137.01138,2025-01-18T02:42:17.011375Z,temperature_c,850,858.25717,degC
R0000871,W000871,OXIDATION,10,152.23486,2025-01-18T02:42:32.234861Z,temperature_c,850,857.70446,degC
R0000871,W000871,OXIDATION,11,167.45835,2025-01-18T02:42:47.458347Z,temperature_c,850,857.69185,degC
R0000871,W000871,OXIDATION,12,182.68183,2025-01-18T02:43:02.681833Z,temperature_c,850,856.5108,degC
R0000871,W000871,OXIDATION,13,197.90532,2025-01-18T02:43:17.905319Z,temperature_c,850,854.64488,degC
R0000871,W000871,OXIDATION,14,213.12881,2025-01-18T02:43:33.128805Z,temperature_c,850,855.7802,degC
R0000871,W000871,OXIDATION,15,228.35229,2025-01-18T02:43:48.352291Z,temperature_c,850,853.21198,degC
R0000871,W000871,OXIDATION,16,243.57578,2025-01-18T02:44:03.575778Z,temperature_c,850,850.74392,degC
R0000871,W000871,OXIDATION,17,258.79926,2025-01-18T02:44:18.799264Z,temperature_c,850,850.88447,degC
R0000871,W000871,OXIDATION,18,274.02275,2025-01-18T02:44:34.022750Z,temperature_c,850,851.45512,degC
R0000871,W000871,OXIDATION,19,289.24624,2025-01-18T02:44:49.246236Z,temperature_c,850,852.62664,degC
R0000871,W000871,OXIDATION,20,304.46972,2025-01-18T02:45:04.469722Z,temperature_c,850,853.46879,degC
R0000871,W000871,OXIDATION,21,319.69321,2025-01-18T02:45:19.693208Z,temperature_c,850,851.69115,degC
R0000871,W000871,OXIDATION,22,334.91669,2025-01-18T02:45:34.916694Z,temperature_c,850,851.05888,degC
R0000871,W000871,OXIDATION,23,350.14018,2025-01-18T02:45:50.140180Z,temperature_c,850,846.04334,degC
R0000871,W000871,OXIDATION,24,365.36367,2025-01-18T02:46:05.363667Z,temperature_c,850,845.52967,degC
R0000871,W000871,OXIDATION,25,380.58715,2025-01-18T02:46:20.587153Z,temperature_c,850,847.08472,degC
R0000871,W000871,OXIDATION,26,395.81064,2025-01-18T02:46:35.810639Z,temperature_c,850,849.4846,degC
R0000871,W000871,OXIDATION,27,411.03413,2025-01-18T02:46:51.034125Z,temperature_c,850,853.03169,degC
R0000871,W000871,OXIDATION,28,426.25761,2025-01-18T02:47:06.257611Z,temperature_c,850,853.57796,degC
R0000871,W000871,OXIDATION,29,441.4811,2025-01-18T02:47:21.481097Z,temperature_c,850,852.80801,degC
R0000871,W000871,OXIDATION,30,456.70458,2025-01-18T02:47:36.704583Z,temperature_c,850,850.66263,degC
R0000871,W000871,OXIDATION,31,471.92807,2025-01-18T02:47:51.928069Z,temperature_c,850,854.8147,degC
R0000871,W000871,OXIDATION,32,487.15156,2025-01-18T02:48:07.151556Z,temperature_c,850,854.00971,degC
R0000871,W000871,OXIDATION,33,502.37504,2025-01-18T02:48:22.375042Z,temperature_c,850,855.24036,degC
R0000871,W000871,OXIDATION,34,517.59853,2025-01-18T02:48:37.598528Z,temperature_c,850,856.32817,degC
R0000871,W000871,OXIDATION,35,532.82201,2025-01-18T02:48:52.822014Z,temperature_c,850,857.63913,degC
R0000871,W000871,OXIDATION,36,548.0455,2025-01-18T02:49:08.045500Z,temperature_c,850,856.59864,degC
R0000871,W000871,OXIDATION,37,563.26899,2025-01-18T02:49:23.268986Z,temperature_c,850,858.00539,degC
R0000871,W000871,OXIDATION,38,578.49247,2025-01-18T02:49:38.492472Z,temperature_c,850,859.43836,degC
R0000871,W000871,OXIDATION,39,593.71596,2025-01-18T02:49:53.715959Z,temperature_c,850,858.927,degC
R0000871,W000871,OXIDATION,40,608.93945,2025-01-18T02:50:08.939445Z,temperature_c,850,858.55459,degC
R0000871,W000871,OXIDATION,41,624.16293,2025-01-18T02:50:24.162931Z,temperature_c,850,858.04683,degC
R0000871,W000871,OXIDATION,42,639.38642,2025-01-18T02:50:39.386417Z,temperature_c,850,857.43239,degC
R0000871,W000871,OXIDATION,43,654.6099,2025-01-18T02:50:54.609903Z,temperature_c,850,853.73083,degC
R0000871,W000871,OXIDATION,44,669.83339,2025-01-18T02:51:09.833389Z,temperature_c,850,853.70706,degC
R0000871,W000871,OXIDATION,45,685.05688,2025-01-18T02:51:25.056875Z,temperature_c,850,851.86062,degC
R0000871,W000871,OXIDATION,46,700.28036,2025-01-18T02:51:40.280361Z,temperature_c,850,851.38471,degC
R0000871,W000871,OXIDATION,47,715.50385,2025-01-18T02:51:55.503848Z,temperature_c,850,848.9216,degC
R0000871,W000871,OXIDATION,48,730.72733,2025-01-18T02:52:10.727334Z,temperature_c,850,848.62611,degC
R0000871,W000871,OXIDATION,49,745.95082,2025-01-18T02:52:25.950820Z,temperature_c,850,851.88983,degC
R0000871,W000871,OXIDATION,50,761.17431,2025-01-18T02:52:41.174306Z,temperature_c,850,852.05746,degC
R0000871,W000871,OXIDATION,51,776.39779,2025-01-18T02:52:56.397792Z,temperature_c,850,855.05463,degC
R0000871,W000871,OXIDATION,52,791.62128,2025-01-18T02:53:11.621278Z,temperature_c,850,856.43939,degC
R0000871,W000871,OXIDATION,53,806.84476,2025-01-18T02:53:26.844764Z,temperature_c,850,854.80706,degC
R0000871,W000871,OXIDATION,54,822.06825,2025-01-18T02:53:42.068250Z,temperature_c,850,851.70206,degC
R0000871,W000871,OXIDATION,55,837.29174,2025-01-18T02:53:57.291737Z,temperature_c,850,853.175,degC
R0000871,W000871,OXIDATION,56,852.51522,2025-01-18T02:54:12.515223Z,temperature_c,850,853.46763,degC
R0000871,W000871,OXIDATION,57,867.73871,2025-01-18T02:54:27.738709Z,temperature_c,850,854.64963,degC
R0000871,W000871,OXIDATION,58,882.9622,2025-01-18T02:54:42.962195Z,temperature_c,850,854.3077,degC
R0000871,W000871,OXIDATION,59,898.18568,2025-01-18T02:54:58.185681Z,temperature_c,850,851.19558,degC
R0000871,W000871,OXIDATION,60,913.40917,2025-01-18T02:55:13.409167Z,temperature_c,850,852.69534,degC
R0000871,W000871,OXIDATION,61,928.63265,2025-01-18T02:55:28.632653Z,temperature_c,850,851.27611,degC
R0000871,W000871,OXIDATION,62,943.85614,2025-01-18T02:55:43.856139Z,temperature_c,850,854.37578,degC
R0000871,W000871,OXIDATION,63,959.07963,2025-01-18T02:55:59.079626Z,temperature_c,850,849.32538,degC
R0000871,W000871,OXIDATION,64,974.30311,2025-01-18T02:56:14.303112Z,temperature_c,850,849.81598,degC
R0000871,W000871,OXIDATION,65,989.5266,2025-01-18T02:56:29.526598Z,temperature_c,850,847.2125,degC
R0000871,W000871,OXIDATION,66,1004.7501,2025-01-18T02:56:44.750084Z,temperature_c,850,848.77841,degC
R0000871,W000871,OXIDATION,67,1019.9736,2025-01-18T02:56:59.973570Z,temperature_c,850,850.25711,degC
R0000871,W000871,OXIDATION,68,1035.1971,2025-01-18T02:57:15.197056Z,temperature_c,850,851.56706,degC
R0000871,W000871,OXIDATION,69,1050.4205,2025-01-18T02:57:30.420542Z,temperature_c,850,856.70786,degC
R0000871,W000871,OXIDATION,70,1065.644,2025-01-18T02:57:45.644028Z,temperature_c,850,858.41249,degC
R0000871,W000871,OXIDATION,71,1080.8675,2025-01-18T02:58:00.867515Z,temperature_c,850,857.95805,degC
R0000871,W000871,OXIDATION,72,1096.091,2025-01-18T02:58:16.091001Z,temperature_c,850,854.59856,degC
R0000871,W000871,OXIDATION,73,1111.3145,2025-01-18T02:58:31.314487Z,temperature_c,850,854.93911,degC
R0000871,W000871,OXIDATION,74,1126.538,2025-01-18T02:58:46.537973Z,temperature_c,850,853.55499,degC
R0000871,W000871,OXIDATION,75,1141.7615,2025-01-18T02:59:01.761459Z,temperature_c,850,852.33653,degC
R0000871,W000871,OXIDATION,76,1156.9849,2025-01-18T02:59:16.984945Z,temperature_c,850,857.20379,degC
R0000871,W000871,OXIDATION,77,1172.2084,2025-01-18T02:59:32.208431Z,temperature_c,850,855.58987,degC
R0000871,W000871,OXIDATION,78,1187.4319,2025-01-18T02:59:47.431918Z,temperature_c,850,855.21652,degC
R0000871,W000871,OXIDATION,79,1202.6554,2025-01-18T03:00:02.655404Z,temperature_c,850,855.76785,degC
R0000871,W000871,OXIDATION,80,1217.8789,2025-01-18T03:00:17.878890Z,temperature_c,850,856.90831,degC
R0000871,W000871,OXIDATION,81,1233.1024,2025-01-18T03:00:33.102376Z,temperature_c,850,856.99474,degC
R0000871,W000871,OXIDATION,82,1248.3259,2025-01-18T03:00:48.325862Z,temperature_c,850,855.52118,degC
R0000871,W000871,OXIDATION,83,1263.5493,2025-01-18T03:01:03.549348Z,temperature_c,850,852.73171,degC
R0000871,W000871,OXIDATION,84,1278.7728,2025-01-18T03:01:18.772834Z,temperature_c,850,854.77041,degC
R0000871,W000871,OXIDATION,85,1293.9963,2025-01-18T03:01:33.996320Z,temperature_c,850,853.445,degC
R0000871,W000871,OXIDATION,86,1309.2198,2025-01-18T03:01:49.219807Z,temperature_c,850,853.29334,degC
R0000871,W000871,OXIDATION,87,1324.4433,2025-01-18T03:02:04.443293Z,temperature_c,850,852.96322,degC
R0000871,W000871,OXIDATION,88,1339.6668,2025-01-18T03:02:19.666779Z,temperature_c,850,853.16624,degC
R0000871,W000871,OXIDATION,89,1354.8903,2025-01-18T03:02:34.890265Z,temperature_c,850,855.80992,degC
R0000871,W000871,OXIDATION,90,1370.1138,2025-01-18T03:02:50.113751Z,temperature_c,850,855.86672,degC
R0000871,W000871,OXIDATION,91,1385.3372,2025-01-18T03:03:05.337237Z,temperature_c,850,854.70588,degC
R0000871,W000871,OXIDATION,92,1400.5607,2025-01-18T03:03:20.560723Z,temperature_c,850,854.95393,degC
R0000871,W000871,OXIDATION,93,1415.7842,2025-01-18T03:03:35.784209Z,temperature_c,850,854.6853,degC
R0000871,W000871,OXIDATION,94,1431.0077,2025-01-18T03:03:51.007696Z,temperature_c,850,855.45726,degC
R0000871,W000871,OXIDATION,95,1446.2312,2025-01-18T03:04:06.231182Z,temperature_c,850,855.34431,degC
R0000871,W000871,OXIDATION,96,1461.4547,2025-01-18T03:04:21.454668Z,temperature_c,850,856.96526,degC
R0000871,W000871,OXIDATION,97,1476.6782,2025-01-18T03:04:36.678154Z,temperature_c,850,858.86788,degC
R0000871,W000871,OXIDATION,98,1491.9016,2025-01-18T03:04:51.901640Z,temperature_c,850,854.79866,degC
R0000871,W000871,OXIDATION,99,1507.1251,2025-01-18T03:05:07.125126Z,temperature_c,850,852.11579,degC
R0000871,W000871,OXIDATION,100,1522.3486,2025-01-18T03:05:22.348612Z,temperature_c,850,852.55493,degC
R0000871,W000871,OXIDATION,101,1537.5721,2025-01-18T03:05:37.572098Z,temperature_c,850,852.08283,degC
R0000871,W000871,OXIDATION,102,1552.7956,2025-01-18T03:05:52.795585Z,temperature_c,850,851.79745,degC
R0000871,W000871,OXIDATION,103,1568.0191,2025-01-18T03:06:08.019071Z,temperature_c,850,849.78884,degC
R0000871,W000871,OXIDATION,104,1583.2426,2025-01-18T03:06:23.242557Z,temperature_c,850,849.31557,degC
R0000871,W000871,OXIDATION,105,1598.466,2025-01-18T03:06:38.466043Z,temperature_c,850,850.69388,degC
R0000871,W000871,OXIDATION,106,1613.6895,2025-01-18T03:06:53.689529Z,temperature_c,850,854.99246,degC
R0000871,W000871,OXIDATION,107,1628.913,2025-01-18T03:07:08.913015Z,temperature_c,850,853.16124,degC
R0000871,W000871,OXIDATION,108,1644.1365,2025-01-18T03:07:24.136501Z,temperature_c,850,852.13026,degC
R0000871,W000871,OXIDATION,109,1659.36,2025-01-18T03:07:39.359987Z,temperature_c,850,855.33915,degC
R0000871,W000871,OXIDATION,110,1674.5835,2025-01-18T03:07:54.583474Z,temperature_c,850,855.21139,degC
R0000871,W000871,OXIDATION,111,1689.807,2025-01-18T03:08:09.806960Z,temperature_c,850,852.45201,degC
R0000871,W000871,OXIDATION,112,1705.0304,2025-01-18T03:08:25.030446Z,temperature_c,850,852.47261,degC
R0000871,W000871,OXIDATION,113,1720.2539,2025-01-18T03:08:40.253932Z,temperature_c,850,854.68767,degC
R0000871,W000871,OXIDATION,114,1735.4774,2025-01-18T03:08:55.477418Z,temperature_c,850,855.12609,degC
R0000871,W000871,OXIDATION,115,1750.7009,2025-01-18T03:09:10.700904Z,temperature_c,850,854.51101,degC
R0000871,W000871,OXIDATION,116,1765.9244,2025-01-18T03:09:25.924390Z,temperature_c,850,856.69062,degC
R0000871,W000871,OXIDATION,117,1781.1479,2025-01-18T03:09:41.147877Z,temperature_c,850,855.02363,degC
R0000871,W000871,OXIDATION,118,1796.3714,2025-01-18T03:09:56.371363Z,temperature_c,850,854.8525,degC
R0000871,W000871,OXIDATION,119,1811.5948,2025-01-18T03:10:11.594849Z,temperature_c,850,854.13305,degC
R0000871,W000871,OXIDATION,120,1826.8183,2025-01-18T03:10:26.818335Z,temperature_c,850,852.80671,degC
