split,arm,reference,metric,paired_mean_difference,lot_bootstrap_low,lot_bootstrap_high,mc_replication_sd,mc_standard_error,lot_count,bootstrap_samples
test,prevalence,mock,false_positives,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,mock,missed_faults,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,mock,missed_coexisting_faults,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,mock,incorrectly_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,mock,review_pending,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,mock,attempts,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,mock,inconclusive_attempts,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,mock,repeated_attempts,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,mock,mechanism_evidence_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,mock,battery_attempted,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,mock,audit_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,mock,cost,1.5656934306569343,0.4283685064935065,2.8948720503826526,3.12505721422588,0.31250572142258803,36,1000
test,inspection,mock,pending_cost,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,mock,technician_hours,0.0013321167883211678,0.000359839200831847,0.0024697204968944083,0.002706082502319576,0.0002706082502319576,36,1000
test,inspection,mock,engineer_hours,0.006496350364963508,0.001784632034632037,0.012031489158163275,0.012922475731924095,0.0012922475731924096,36,1000
test,inspection,mock,equipment_hours,0.010437956204379553,0.0028557900432900404,0.019299147002551018,0.02083371476150601,0.0020833714761506012,36,1000
test,inspection,mock,nominal_hours,0.010437956204379553,0.0028557900432900404,0.019299147002550997,0.02083371476150603,0.002083371476150603,36,1000
test,inspection,mock,complete,-7.299270072992707e-05,-0.00023631496062992148,0.0,0.000729927007299269,7.29927007299269e-05,36,1000
test,inspection,mock,concern_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,mock,correctly_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,mock,unresolved_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,mock,unexplained_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,mock,untested_count,-0.00467153284671533,-0.008591575378195099,-0.0013987240829346108,0.008773857696133185,0.0008773857696133186,36,1000
test,inspection,mock,false_absences,0.00014598540145985405,0.0,0.0005298306276739144,0.0010270459426006543,0.00010270459426006543,36,1000
test,inspection,mock,false_positives,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,mock,missed_faults,-0.0021897810218978095,-0.003983098636421562,-0.0006651515151515164,0.004214235541530114,0.00042142355415301144,36,1000
test,inspection,mock,missed_coexisting_faults,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,mock,incorrectly_complete,-7.299270072992697e-05,-0.00023631496062992115,0.0,0.0007299270072992706,7.299270072992705e-05,36,1000
test,inspection,mock,review_pending,7.299270072992697e-05,0.0,0.00023631496062992107,0.000729927007299269,7.29927007299269e-05,36,1000
test,inspection,mock,attempts,0.0027737226277372287,0.0007574333561175672,0.005168932484368731,0.005848625047017816,0.0005848625047017817,36,1000
test,inspection,mock,inconclusive_attempts,0.00029197080291970827,0.0,0.0008164407554066409,0.0017728347630624971,0.0001772834763062497,36,1000
test,inspection,mock,repeated_attempts,0.00021897810218978101,0.0,0.0005926784400294332,0.0012514350948742007,0.00012514350948742006,36,1000
test,inspection,mock,mechanism_evidence_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,mock,battery_attempted,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,mock,audit_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,mock,cost,1.6642335766423357,0.5121878629500581,2.9786870503597123,3.2288255557116243,0.3228825555711624,36,1000
test,full,mock,pending_cost,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,mock,technician_hours,0.0014233576642335762,0.0004470274390243898,0.002555939716312058,0.0028124419680455284,0.00028124419680455284,36,1000
test,full,mock,engineer_hours,0.0068978102189781055,0.00211379251116455,0.012339028776978423,0.01333561567350851,0.001333561567350851,36,1000
test,full,mock,equipment_hours,0.011094890510948899,0.003414585753000387,0.019857913669064732,0.021525503704744323,0.0021525503704744324,36,1000
test,full,mock,nominal_hours,0.011094890510948896,0.0034145857530003794,0.019857913669064732,0.02152550370474436,0.0021525503704744363,36,1000
test,full,mock,complete,-7.299270072992707e-05,-0.00022388059701492557,0.0,0.000729927007299269,7.29927007299269e-05,36,1000
test,full,mock,concern_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,mock,correctly_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,mock,unresolved_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,mock,unexplained_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,mock,untested_count,-0.00481751824817518,-0.008703251342945997,-0.0012794960629921171,0.008816690089540658,0.0008816690089540659,36,1000
test,full,mock,false_absences,0.00014598540145985405,0.0,0.0005310919721871049,0.0010270459426006543,0.00010270459426006543,36,1000
test,full,mock,false_positives,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,mock,missed_faults,-0.0021897810218978095,-0.0039719166967183556,-0.0004996951219512198,0.004214235541530114,0.00042142355415301144,36,1000
test,full,mock,missed_coexisting_faults,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,mock,incorrectly_complete,-7.299270072992697e-05,-0.00022388059701492527,0.0,0.0007299270072992706,7.299270072992705e-05,36,1000
test,full,mock,review_pending,7.299270072992697e-05,0.0,0.00022388059701492527,0.000729927007299269,7.29927007299269e-05,36,1000
test,full,mock,attempts,0.00299270072992701,0.0009374437949640295,0.0054074074074074085,0.006146097659176856,0.0006146097659176856,36,1000
test,full,mock,inconclusive_attempts,0.00043795620437956224,0.0,0.0009923664122137407,0.0022777200905739433,0.00022777200905739432,36,1000
test,full,mock,repeated_attempts,0.000291970802919708,0.0,0.0006383404255319148,0.001437564858152793,0.00014375648581527932,36,1000
test,full,mock,mechanism_evidence_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,mock,battery_attempted,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,mock,audit_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,cost,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,pending_cost,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,technician_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,engineer_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,equipment_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,nominal_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,concern_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,correctly_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,unresolved_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,unexplained_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,untested_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,false_absences,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,false_positives,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,missed_faults,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,missed_coexisting_faults,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,incorrectly_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,review_pending,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,attempts,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,inconclusive_attempts,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,repeated_attempts,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,mechanism_evidence_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,battery_attempted,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,mock,audit_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,cost,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,pending_cost,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,technician_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,engineer_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,equipment_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,nominal_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,concern_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,correctly_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,unresolved_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,unexplained_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,untested_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,false_absences,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,false_positives,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,missed_faults,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,missed_coexisting_faults,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,incorrectly_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,review_pending,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,attempts,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,inconclusive_attempts,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,repeated_attempts,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,mechanism_evidence_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,battery_attempted,0.0,0.0,0.0,0.0,0.0,36,1000
test,mock,ct_first,audit_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,cost,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,pending_cost,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,technician_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,engineer_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,equipment_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,nominal_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,concern_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,correctly_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,unresolved_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,unexplained_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,untested_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,false_absences,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,false_positives,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,missed_faults,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,missed_coexisting_faults,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,incorrectly_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,review_pending,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,attempts,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,inconclusive_attempts,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,repeated_attempts,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,mechanism_evidence_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,battery_attempted,0.0,0.0,0.0,0.0,0.0,36,1000
test,prevalence,ct_first,audit_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,ct_first,cost,1.5656934306569343,0.3949884322264562,3.0099107142857138,3.12505721422588,0.31250572142258803,36,1000
test,inspection,ct_first,pending_cost,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,ct_first,technician_hours,0.0013321167883211678,0.0003406198965704957,0.002561454424640395,0.002706082502319576,0.0002706082502319576,36,1000
test,inspection,ct_first,engineer_hours,0.006496350364963508,0.001645311649428418,0.012468750000000008,0.012922475731924095,0.0012922475731924096,36,1000
test,inspection,ct_first,equipment_hours,0.010437956204379553,0.0026332562148430384,0.0200660714285714,0.02083371476150601,0.0020833714761506012,36,1000
test,inspection,ct_first,nominal_hours,0.010437956204379553,0.0026332562148430384,0.02006607142857141,0.02083371476150603,0.002083371476150603,36,1000
test,inspection,ct_first,complete,-7.299270072992707e-05,-0.00023076923076923098,0.0,0.000729927007299269,7.29927007299269e-05,36,1000
test,inspection,ct_first,concern_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,ct_first,correctly_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,ct_first,unresolved_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,ct_first,unexplained_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,ct_first,untested_count,-0.00467153284671533,-0.008905221432476757,-0.0011835555555555549,0.008773857696133185,0.0008773857696133186,36,1000
test,inspection,ct_first,false_absences,0.00014598540145985405,0.0,0.0005085832246849196,0.0010270459426006543,0.00010270459426006543,36,1000
test,inspection,ct_first,false_positives,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,ct_first,missed_faults,-0.0021897810218978095,-0.004168560606060605,-0.0005355664616840115,0.004214235541530114,0.00042142355415301144,36,1000
test,inspection,ct_first,missed_coexisting_faults,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,ct_first,incorrectly_complete,-7.299270072992697e-05,-0.00023076923076923066,0.0,0.0007299270072992706,7.299270072992705e-05,36,1000
test,inspection,ct_first,review_pending,7.299270072992697e-05,0.0,0.00023076923076923066,0.000729927007299269,7.29927007299269e-05,36,1000
test,inspection,ct_first,attempts,0.0027737226277372287,0.0006983744732089079,0.005286000668225872,0.005848625047017816,0.0005848625047017817,36,1000
test,inspection,ct_first,inconclusive_attempts,0.00029197080291970827,0.0,0.0007576018808777436,0.0017728347630624971,0.0001772834763062497,36,1000
test,inspection,ct_first,repeated_attempts,0.00021897810218978101,0.0,0.0005519310344827583,0.0012514350948742007,0.00012514350948742006,36,1000
test,inspection,ct_first,mechanism_evidence_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,ct_first,battery_attempted,0.0,0.0,0.0,0.0,0.0,36,1000
test,inspection,ct_first,audit_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,ct_first,cost,1.6642335766423357,0.4741847826086956,2.968384978991596,3.2288255557116243,0.3228825555711624,36,1000
test,full,ct_first,pending_cost,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,ct_first,technician_hours,0.0014233576642335762,0.0004136013107322361,0.0025390859374999986,0.0028124419680455284,0.00028124419680455284,36,1000
test,full,ct_first,engineer_hours,0.0068978102189781055,0.0019646739130434803,0.01232313550420169,0.01333561567350851,0.001333561567350851,36,1000
test,full,ct_first,equipment_hours,0.011094890510948899,0.0031612318840579757,0.0197892331932773,0.021525503704744323,0.0021525503704744324,36,1000
test,full,ct_first,nominal_hours,0.011094890510948896,0.0031612318840579644,0.019789233193277286,0.02152550370474436,0.0021525503704744363,36,1000
test,full,ct_first,complete,-7.299270072992707e-05,-0.00023834120425029537,0.0,0.000729927007299269,7.29927007299269e-05,36,1000
test,full,ct_first,concern_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,ct_first,correctly_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,ct_first,unresolved_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,ct_first,unexplained_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,ct_first,untested_count,-0.00481751824817518,-0.008820279501486148,-0.0012595964566929111,0.008816690089540658,0.0008816690089540659,36,1000
test,full,ct_first,false_absences,0.00014598540145985405,0.0,0.0004958677685950414,0.0010270459426006543,0.00010270459426006543,36,1000
test,full,ct_first,false_positives,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,ct_first,missed_faults,-0.0021897810218978095,-0.004039844663030774,-0.0004385964912280701,0.004214235541530114,0.00042142355415301144,36,1000
test,full,ct_first,missed_coexisting_faults,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,ct_first,incorrectly_complete,-7.299270072992697e-05,-0.00023834120425029505,0.0,0.0007299270072992706,7.299270072992705e-05,36,1000
test,full,ct_first,review_pending,7.299270072992697e-05,0.0,0.00023834120425029483,0.000729927007299269,7.29927007299269e-05,36,1000
test,full,ct_first,attempts,0.00299270072992701,0.000876630679262261,0.005384765625000006,0.006146097659176856,0.0006146097659176856,36,1000
test,full,ct_first,inconclusive_attempts,0.00043795620437956224,0.0,0.00102199139060453,0.0022777200905739433,0.00022777200905739432,36,1000
test,full,ct_first,repeated_attempts,0.000291970802919708,0.0,0.00066172211626757,0.001437564858152793,0.00014375648581527932,36,1000
test,full,ct_first,mechanism_evidence_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,ct_first,battery_attempted,0.0,0.0,0.0,0.0,0.0,36,1000
test,full,ct_first,audit_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,cost,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,pending_cost,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,technician_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,engineer_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,equipment_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,nominal_hours,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,concern_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,correctly_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,unresolved_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,unexplained_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,untested_count,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,false_absences,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,false_positives,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,missed_faults,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,missed_coexisting_faults,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,incorrectly_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,review_pending,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,attempts,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,inconclusive_attempts,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,repeated_attempts,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,mechanism_evidence_complete,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,battery_attempted,0.0,0.0,0.0,0.0,0.0,36,1000
test,manufacturing,ct_first,audit_complete,0.0,0.0,0.0,0.0,0.0,36,1000
validation,ct_first,mock,cost,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,pending_cost,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,technician_hours,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,engineer_hours,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,equipment_hours,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,nominal_hours,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,complete,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,concern_complete,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,correctly_complete,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,unresolved_count,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,unexplained_count,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,untested_count,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,false_absences,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,false_positives,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,missed_faults,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,missed_coexisting_faults,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,incorrectly_complete,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,review_pending,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,attempts,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,inconclusive_attempts,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,repeated_attempts,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,mechanism_evidence_complete,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,battery_attempted,0.0,0.0,0.0,0.0,0.0,34,1000
validation,ct_first,mock,audit_complete,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,cost,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,pending_cost,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,technician_hours,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,engineer_hours,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,equipment_hours,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,nominal_hours,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,complete,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,concern_complete,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,correctly_complete,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,unresolved_count,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,unexplained_count,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,untested_count,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,false_absences,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,false_positives,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,missed_faults,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,missed_coexisting_faults,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,incorrectly_complete,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,review_pending,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,attempts,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,inconclusive_attempts,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,repeated_attempts,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,mechanism_evidence_complete,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,battery_attempted,0.0,0.0,0.0,0.0,0.0,34,1000
validation,prevalence,mock,audit_complete,0.0,0.0,0.0,0.0,0.0,34,1000
validation,inspection,mock,cost,0.8134920634920635,0.0,2.0943913246268653,2.264097736114375,0.2264097736114375,34,1000
validation,inspection,mock,pending_cost,0.0,0.0,0.0,0.0,0.0,34,1000
validation,inspection,mock,technician_hours,0.0007341269841269852,0.0,0.0018988724261902175,0.0020463818376611153,0.00020463818376611153,34,1000
validation,inspection,mock,engineer_hours,0.00333333333333333,0.0,0.008595324160447752,0.009297317510719966,0.0009297317510719965,34,1000
