scenario,split,arm,cost,pending_cost,technician_hours,engineer_hours,equipment_hours,nominal_hours,complete,concern_complete,correctly_complete,unresolved_count,unexplained_count,untested_count,false_absences,false_positives,missed_faults,missed_coexisting_faults,incorrectly_complete,review_pending,attempts,inconclusive_attempts,repeated_attempts,mechanism_evidence_complete,battery_attempted,audit_complete,cases
base,train,mock,1025.9395498392282,49.89067524115756,2.5935209003215434,2.4634083601286174,5.828520900321544,19.08726688102894,0.8743408360128617,0.8790514469453377,0.8263183279742765,0.1522668810289389,0.05681672025723473,3.734710610932476,0.02712218649517685,0.04062700964630225,0.1235048231511254,0.011414790996784566,0.04802250803858521,0.12565916398713825,1.8477974276527331,0.2422508038585209,0.09744372990353697,0.011607717041800643,0.0023311897106109325,0.0,622
base,train,prevalence,1025.9395498392282,49.89067524115756,2.5935209003215434,2.4634083601286174,5.828520900321544,19.08726688102894,0.8743408360128617,0.8790514469453377,0.8263183279742765,0.1522668810289389,0.05681672025723473,3.734710610932476,0.02712218649517685,0.04062700964630225,0.1235048231511254,0.011414790996784566,0.04802250803858521,0.12565916398713825,1.8477974276527331,0.2422508038585209,0.09744372990353697,0.011607717041800643,0.0023311897106109325,0.0,622
base,validation,ct_first,1089.0521008403362,43.563025210084035,2.6048949579831935,2.7763235294117647,6.281827731092437,19.217373949579834,0.8689075630252101,0.8771428571428571,0.8240336134453782,0.15294117647058825,0.05579831932773109,3.6976470588235295,0.02680672268907563,0.037394957983193276,0.12319327731092437,0.010084033613445379,0.044873949579831936,0.13109243697478992,1.9280672268907564,0.26571428571428574,0.12789915966386556,0.021848739495798318,0.0029411764705882353,0.0,119
base,validation,full,1089.863025210084,43.563025210084035,2.6056302521008403,2.779642857142857,6.287247899159664,19.22279411764706,0.8687394957983193,0.8770588235294118,0.8242857142857143,0.1530252100840336,0.05579831932773109,3.69563025210084,0.027058823529411764,0.0373109243697479,0.12243697478991597,0.009831932773109243,0.04445378151260504,0.13126050420168067,1.9296638655462184,0.26605042016806724,0.12815126050420167,0.021848739495798318,0.0029411764705882353,0.0,119
base,validation,inspection,1089.9134453781512,43.563025210084035,2.605672268907563,2.7798529411764705,6.287584033613445,19.22313025210084,0.8687394957983193,0.8770588235294118,0.8240336134453782,0.1530252100840336,0.05579831932773109,3.6954621848739495,0.02689075630252101,0.0373109243697479,0.12218487394957983,0.010084033613445379,0.04470588235294118,0.13126050420168067,1.929747899159664,0.26605042016806724,0.12815126050420167,0.021848739495798318,0.0029411764705882353,0.0,119
base,validation,manufacturing,1089.0689075630253,43.563025210084035,2.604936974789916,2.7763655462184875,6.281953781512605,19.2175,0.8688235294117647,0.8770588235294118,0.8240336134453782,0.1530252100840336,0.05579831932773109,3.6976470588235295,0.02680672268907563,0.0373109243697479,0.12319327731092437,0.010084033613445379,0.044789915966386554,0.13117647058823528,1.9281512605042017,0.26571428571428574,0.12789915966386556,0.021848739495798318,0.0029411764705882353,0.0,119
base,validation,mock,1089.0521008403362,43.563025210084035,2.6048949579831935,2.7763235294117647,6.281827731092437,19.217373949579834,0.8689075630252101,0.8771428571428571,0.8240336134453782,0.15294117647058825,0.05579831932773109,3.6976470588235295,0.02680672268907563,0.037394957983193276,0.12319327731092437,0.010084033613445379,0.044873949579831936,0.13109243697478992,1.9280672268907564,0.26571428571428574,0.12789915966386556,0.021848739495798318,0.0029411764705882353,0.0,119
base,validation,prevalence,1089.0521008403362,43.563025210084035,2.6048949579831935,2.7763235294117647,6.281827731092437,19.217373949579834,0.8689075630252101,0.8771428571428571,0.8240336134453782,0.15294117647058825,0.05579831932773109,3.6976470588235295,0.02680672268907563,0.037394957983193276,0.12319327731092437,0.010084033613445379,0.044873949579831936,0.13109243697478992,1.9280672268907564,0.26571428571428574,0.12789915966386556,0.021848739495798318,0.0029411764705882353,0.0,119
q_minus_0.05,test,ct_first,1112.2725925925927,41.06666666666667,2.7821481481481483,2.715925925925926,6.3116666666666665,20.78211111111111,0.9105925925925926,0.9137777777777778,0.8664444444444445,0.10296296296296296,0.03933333333333333,3.7474814814814814,0.023925925925925927,0.03666666666666667,0.09222222222222222,0.008888888888888889,0.044148148148148145,0.08940740740740741,1.8317777777777777,0.14792592592592593,0.07955555555555556,0.01962962962962963,0.002962962962962963,0.0,135
q_minus_0.05,test,full,1113.717037037037,41.06666666666667,2.7833703703703705,2.721925925925926,6.321296296296296,20.791740740740742,0.9105185185185185,0.9137777777777778,0.8664444444444445,0.10296296296296296,0.03933333333333333,3.743037037037037,0.024074074074074074,0.03666666666666667,0.09014814814814814,0.008888888888888889,0.04407407407407407,0.08948148148148148,1.8342962962962963,0.14814814814814814,0.07970370370370371,0.01962962962962963,0.002962962962962963,0.0,135
q_minus_0.05,test,inspection,1113.717037037037,41.06666666666667,2.7833703703703705,2.721925925925926,6.321296296296296,20.791740740740742,0.9105185185185185,0.9137777777777778,0.8664444444444445,0.10296296296296296,0.03933333333333333,3.743037037037037,0.024074074074074074,0.03666666666666667,0.09014814814814814,0.008888888888888889,0.04407407407407407,0.08948148148148148,1.8342962962962963,0.14814814814814814,0.07970370370370371,0.01962962962962963,0.002962962962962963,0.0,135
q_minus_0.05,test,manufacturing,1112.2725925925927,41.06666666666667,2.7821481481481483,2.715925925925926,6.3116666666666665,20.78211111111111,0.9105925925925926,0.9137777777777778,0.8664444444444445,0.10296296296296296,0.03933333333333333,3.7474814814814814,0.023925925925925927,0.03666666666666667,0.09222222222222222,0.008888888888888889,0.044148148148148145,0.08940740740740741,1.8317777777777777,0.14792592592592593,0.07955555555555556,0.01962962962962963,0.002962962962962963,0.0,135
q_minus_0.05,test,mock,1112.2725925925927,41.06666666666667,2.7821481481481483,2.715925925925926,6.3116666666666665,20.78211111111111,0.9105925925925926,0.9137777777777778,0.8664444444444445,0.10296296296296296,0.03933333333333333,3.7474814814814814,0.023925925925925927,0.03666666666666667,0.09222222222222222,0.008888888888888889,0.044148148148148145,0.08940740740740741,1.8317777777777777,0.14792592592592593,0.07955555555555556,0.01962962962962963,0.002962962962962963,0.0,135
q_minus_0.05,test,prevalence,1112.2725925925927,41.06666666666667,2.7821481481481483,2.715925925925926,6.3116666666666665,20.78211111111111,0.9105925925925926,0.9137777777777778,0.8664444444444445,0.10296296296296296,0.03933333333333333,3.7474814814814814,0.023925925925925927,0.03666666666666667,0.09222222222222222,0.008888888888888889,0.044148148148148145,0.08940740740740741,1.8317777777777777,0.14792592592592593,0.07955555555555556,0.01962962962962963,0.002962962962962963,0.0,135
q_plus_0.05,test,ct_first,1184.0740740740741,68.26666666666667,2.9290555555555557,2.927277777777778,6.757314814814815,21.76798148148148,0.8252592592592592,0.8328888888888889,0.784074074074074,0.21903703703703703,0.07807407407407407,3.6508148148148147,0.024814814814814814,0.035777777777777776,0.15637037037037038,0.010074074074074074,0.041185185185185186,0.17474074074074075,2.0002222222222223,0.37503703703703706,0.14785185185185185,0.01474074074074074,0.004740740740740741,0.0,135
q_plus_0.05,test,full,1185.5740740740741,68.26666666666667,2.9303333333333335,2.9335,6.767314814814815,21.777981481481483,0.8252592592592592,0.8328888888888889,0.784074074074074,0.21903703703703703,0.07807407407407407,3.6463703703703705,0.024962962962962965,0.035777777777777776,0.15437037037037038,0.010074074074074074,0.041185185185185186,0.17474074074074075,2.0028888888888887,0.37533333333333335,0.14807407407407408,0.01474074074074074,0.004740740740740741,0.0,135
q_plus_0.05,test,inspection,1185.474074074074,68.26666666666667,2.9302407407407407,2.9330925925925926,6.766648148148148,21.777314814814815,0.8252592592592592,0.8328888888888889,0.784074074074074,0.21903703703703703,0.07807407407407407,3.6465185185185187,0.024962962962962965,0.035777777777777776,0.15437037037037038,0.010074074074074074,0.041185185185185186,0.17474074074074075,2.002666666666667,0.3751851851851852,0.148,0.01474074074074074,0.004740740740740741,0.0,135
q_plus_0.05,test,manufacturing,1184.0740740740741,68.26666666666667,2.9290555555555557,2.927277777777778,6.757314814814815,21.76798148148148,0.8252592592592592,0.8328888888888889,0.784074074074074,0.21903703703703703,0.07807407407407407,3.6508148148148147,0.024814814814814814,0.035777777777777776,0.15637037037037038,0.010074074074074074,0.041185185185185186,0.17474074074074075,2.0002222222222223,0.37503703703703706,0.14785185185185185,0.01474074074074074,0.004740740740740741,0.0,135
q_plus_0.05,test,mock,1184.0740740740741,68.26666666666667,2.9290555555555557,2.927277777777778,6.757314814814815,21.76798148148148,0.8252592592592592,0.8328888888888889,0.784074074074074,0.21903703703703703,0.07807407407407407,3.6508148148148147,0.024814814814814814,0.035777777777777776,0.15637037037037038,0.010074074074074074,0.041185185185185186,0.17474074074074075,2.0002222222222223,0.37503703703703706,0.14785185185185185,0.01474074074074074,0.004740740740740741,0.0,135
q_plus_0.05,test,prevalence,1184.0740740740741,68.26666666666667,2.9290555555555557,2.927277777777778,6.757314814814815,21.76798148148148,0.8252592592592592,0.8328888888888889,0.784074074074074,0.21903703703703703,0.07807407407407407,3.6508148148148147,0.024814814814814814,0.035777777777777776,0.15637037037037038,0.010074074074074074,0.041185185185185186,0.17474074074074075,2.0002222222222223,0.37503703703703706,0.14785185185185185,0.01474074074074074,0.004740740740740741,0.0,135
rate_0.75,test,ct_first,899.9380555555556,41.272222222222226,2.865314814814815,2.827351851851852,6.550277777777778,21.352944444444443,0.8695555555555555,0.8748888888888889,0.8265925925925925,0.1559259259259259,0.05837037037037037,3.6956296296296296,0.024444444444444446,0.03637037037037037,0.12311111111111112,0.009407407407407408,0.04296296296296296,0.13044444444444445,1.9181481481481482,0.25733333333333336,0.11325925925925925,0.017407407407407406,0.003851851851851852,0.0,135
rate_0.75,test,full,901.2260185185186,41.272222222222226,2.8667592592592595,2.834351851851852,6.561537037037037,21.364203703703705,0.8694814814814815,0.8748888888888889,0.8265925925925925,0.1559259259259259,0.05837037037037037,3.6907407407407407,0.024592592592592593,0.03637037037037037,0.12088888888888889,0.009407407407407408,0.042888888888888886,0.1305185185185185,1.921185185185185,0.2577777777777778,0.11355555555555556,0.017407407407407406,0.003851851851851852,0.0,135
rate_0.75,test,inspection,901.1497222222222,41.272222222222226,2.8666666666666667,2.8339444444444446,6.56087037037037,21.363537037037037,0.8694814814814815,0.8748888888888889,0.8265925925925925,0.1559259259259259,0.05837037037037037,3.690888888888889,0.024592592592592593,0.03637037037037037,0.12088888888888889,0.009407407407407408,0.042888888888888886,0.1305185185185185,1.920962962962963,0.25762962962962965,0.11348148148148147,0.017407407407407406,0.003851851851851852,0.0,135
rate_0.75,test,manufacturing,899.9380555555556,41.272222222222226,2.865314814814815,2.827351851851852,6.550277777777778,21.352944444444443,0.8695555555555555,0.8748888888888889,0.8265925925925925,0.1559259259259259,0.05837037037037037,3.6956296296296296,0.024444444444444446,0.03637037037037037,0.12311111111111112,0.009407407407407408,0.04296296296296296,0.13044444444444445,1.9181481481481482,0.25733333333333336,0.11325925925925925,0.017407407407407406,0.003851851851851852,0.0,135
rate_0.75,test,mock,899.9380555555556,41.272222222222226,2.865314814814815,2.827351851851852,6.550277777777778,21.352944444444443,0.8695555555555555,0.8748888888888889,0.8265925925925925,0.1559259259259259,0.05837037037037037,3.6956296296296296,0.024444444444444446,0.03637037037037037,0.12311111111111112,0.009407407407407408,0.04296296296296296,0.13044444444444445,1.9181481481481482,0.25733333333333336,0.11325925925925925,0.017407407407407406,0.003851851851851852,0.0,135
rate_0.75,test,prevalence,899.9380555555556,41.272222222222226,2.865314814814815,2.827351851851852,6.550277777777778,21.352944444444443,0.8695555555555555,0.8748888888888889,0.8265925925925925,0.1559259259259259,0.05837037037037037,3.6956296296296296,0.024444444444444446,0.03637037037037037,0.12311111111111112,0.009407407407407408,0.04296296296296296,0.13044444444444445,1.9181481481481482,0.25733333333333336,0.11325925925925925,0.017407407407407406,0.003851851851851852,0.0,135
rate_1.25,test,ct_first,1402.589351851852,62.99444444444445,2.865314814814815,2.827351851851852,6.550277777777778,21.352944444444443,0.8695555555555555,0.8748888888888889,0.8265925925925925,0.1559259259259259,0.05837037037037037,3.6956296296296296,0.024444444444444446,0.03637037037037037,0.12311111111111112,0.009407407407407408,0.04296296296296296,0.13044444444444445,1.9181481481481482,0.25733333333333336,0.11325925925925925,0.017407407407407406,0.003851851851851852,0.0,135
rate_1.25,test,full,1404.6791666666666,62.99444444444445,2.8667592592592595,2.834351851851852,6.561537037037037,21.364203703703705,0.8694814814814815,0.8748888888888889,0.8265925925925925,0.1559259259259259,0.05837037037037037,3.6907407407407407,0.024592592592592593,0.03637037037037037,0.12088888888888889,0.009407407407407408,0.042888888888888886,0.1305185185185185,1.921185185185185,0.2577777777777778,0.11355555555555556,0.017407407407407406,0.003851851851851852,0.0,135
rate_1.25,test,inspection,1404.555462962963,62.99444444444445,2.8666666666666667,2.8339444444444446,6.56087037037037,21.363537037037037,0.8694814814814815,0.8748888888888889,0.8265925925925925,0.1559259259259259,0.05837037037037037,3.690888888888889,0.024592592592592593,0.03637037037037037,0.12088888888888889,0.009407407407407408,0.042888888888888886,0.1305185185185185,1.920962962962963,0.25762962962962965,0.11348148148148147,0.017407407407407406,0.003851851851851852,0.0,135
rate_1.25,test,manufacturing,1402.589351851852,62.99444444444445,2.865314814814815,2.827351851851852,6.550277777777778,21.352944444444443,0.8695555555555555,0.8748888888888889,0.8265925925925925,0.1559259259259259,0.05837037037037037,3.6956296296296296,0.024444444444444446,0.03637037037037037,0.12311111111111112,0.009407407407407408,0.04296296296296296,0.13044444444444445,1.9181481481481482,0.25733333333333336,0.11325925925925925,0.017407407407407406,0.003851851851851852,0.0,135
rate_1.25,test,mock,1402.589351851852,62.99444444444445,2.865314814814815,2.827351851851852,6.550277777777778,21.352944444444443,0.8695555555555555,0.8748888888888889,0.8265925925925925,0.1559259259259259,0.05837037037037037,3.6956296296296296,0.024444444444444446,0.03637037037037037,0.12311111111111112,0.009407407407407408,0.04296296296296296,0.13044444444444445,1.9181481481481482,0.25733333333333336,0.11325925925925925,0.017407407407407406,0.003851851851851852,0.0,135
rate_1.25,test,prevalence,1402.589351851852,62.99444444444445,2.865314814814815,2.827351851851852,6.550277777777778,21.352944444444443,0.8695555555555555,0.8748888888888889,0.8265925925925925,0.1559259259259259,0.05837037037037037,3.6956296296296296,0.024444444444444446,0.03637037037037037,0.12311111111111112,0.009407407407407408,0.04296296296296296,0.13044444444444445,1.9181481481481482,0.25733333333333336,0.11325925925925925,0.017407407407407406,0.003851851851851852,0.0,135
sensitivity_minus_0.05,test,ct_first,1184.4488888888889,61.6,2.971962962962963,2.8865925925925926,6.7261851851851855,22.15862962962963,0.8323703703703703,0.8373333333333334,0.7796296296296297,0.20022222222222222,0.08222222222222222,3.630074074074074,0.06096296296296296,0.037037037037037035,0.17377777777777778,0.010888888888888889,0.05274074074074074,0.16762962962962963,1.954,0.2607407407407407,0.11325925925925925,0.018666666666666668,0.004,0.0,135
sensitivity_minus_0.05,test,full,1186.1377777777777,61.6,2.9734074074074073,2.8935925925925927,6.737444444444445,22.169888888888888,0.8322962962962963,0.8373333333333334,0.7796296296296297,0.20022222222222222,0.08222222222222222,3.625185185185185,0.06111111111111111,0.037037037037037035,0.17155555555555554,0.010888888888888889,0.05266666666666667,0.16770370370370372,1.9570370370370371,0.2611851851851852,0.11355555555555556,0.018666666666666668,0.004,0.0,135
sensitivity_minus_0.05,test,inspection,1186.0377777777778,61.6,2.973314814814815,2.8931851851851853,6.736777777777778,22.16922222222222,0.8322962962962963,0.8373333333333334,0.7796296296296297,0.20022222222222222,0.08222222222222222,3.6253333333333333,0.06111111111111111,0.037037037037037035,0.17155555555555554,0.010888888888888889,0.05266666666666667,0.16770370370370372,1.9568148148148148,0.261037037037037,0.11348148148148147,0.018666666666666668,0.004,0.0,135
sensitivity_minus_0.05,test,manufacturing,1184.4488888888889,61.6,2.971962962962963,2.8865925925925926,6.7261851851851855,22.15862962962963,0.8323703703703703,0.8373333333333334,0.7796296296296297,0.20022222222222222,0.08222222222222222,3.630074074074074,0.06096296296296296,0.037037037037037035,0.17377777777777778,0.010888888888888889,0.05274074074074074,0.16762962962962963,1.954,0.2607407407407407,0.11325925925925925,0.018666666666666668,0.004,0.0,135
sensitivity_minus_0.05,test,mock,1184.4488888888889,61.6,2.971962962962963,2.8865925925925926,6.7261851851851855,22.15862962962963,0.8323703703703703,0.8373333333333334,0.7796296296296297,0.20022222222222222,0.08222222222222222,3.630074074074074,0.06096296296296296,0.037037037037037035,0.17377777777777778,0.010888888888888889,0.05274074074074074,0.16762962962962963,1.954,0.2607407407407407,0.11325925925925925,0.018666666666666668,0.004,0.0,135
sensitivity_minus_0.05,test,prevalence,1184.4488888888889,61.6,2.971962962962963,2.8865925925925926,6.7261851851851855,22.15862962962963,0.8323703703703703,0.8373333333333334,0.7796296296296297,0.20022222222222222,0.08222222222222222,3.630074074074074,0.06096296296296296,0.037037037037037035,0.17377777777777778,0.010888888888888889,0.05274074074074074,0.16762962962962963,1.954,0.2607407407407407,0.11325925925925925,0.018666666666666668,0.004,0.0,135
specificity_minus_0.02,test,ct_first,1142.5222222222221,52.8,2.84112962962963,2.807851851851852,6.500333333333334,21.17877777777778,0.8617777777777778,0.8671111111111112,0.7797777777777778,0.16303703703703704,0.05444444444444444,3.7072592592592595,0.024592592592592593,0.08155555555555556,0.13037037037037036,0.009481481481481481,0.082,0.13822222222222222,1.9044444444444444,0.25555555555555554,0.11266666666666666,0.016074074074074074,0.003703703703703704,0.0,135
specificity_minus_0.02,test,full,1145.7444444444445,52.8,2.844240740740741,2.820851851851852,6.521592592592593,21.202925925925925,0.8615555555555555,0.867037037037037,0.7797777777777778,0.16303703703703704,0.05444444444444444,3.6986666666666665,0.02474074074074074,0.08155555555555556,0.12651851851851853,0.009481481481481481,0.08177777777777778,0.13844444444444445,1.9102222222222223,0.25666666666666665,0.1134074074074074,0.016074074074074074,0.003703703703703704,0.0,135
specificity_minus_0.02,test,inspection,1145.6444444444444,52.8,2.844148148148148,2.8204444444444445,6.520925925925926,21.20225925925926,0.8615555555555555,0.867037037037037,0.7797777777777778,0.16303703703703704,0.05444444444444444,3.6988148148148148,0.02474074074074074,0.08155555555555556,0.12651851851851853,0.009481481481481481,0.08177777777777778,0.13844444444444445,1.91,0.25651851851851853,0.11333333333333333,0.016074074074074074,0.003703703703703704,0.0,135
specificity_minus_0.02,test,manufacturing,1142.5222222222221,52.8,2.84112962962963,2.807851851851852,6.500333333333334,21.17877777777778,0.8617777777777778,0.8671111111111112,0.7797777777777778,0.16303703703703704,0.05444444444444444,3.7072592592592595,0.024592592592592593,0.08155555555555556,0.13037037037037036,0.009481481481481481,0.082,0.13822222222222222,1.9044444444444444,0.25555555555555554,0.11266666666666666,0.016074074074074074,0.003703703703703704,0.0,135
specificity_minus_0.02,test,mock,1142.5222222222221,52.8,2.84112962962963,2.807851851851852,6.500333333333334,21.17877777777778,0.8617777777777778,0.8671111111111112,0.7797777777777778,0.16303703703703704,0.05444444444444444,3.7072592592592595,0.024592592592592593,0.08155555555555556,0.13037037037037036,0.009481481481481481,0.082,0.13822222222222222,1.9044444444444444,0.25555555555555554,0.11266666666666666,0.016074074074074074,0.003703703703703704,0.0,135
specificity_minus_0.02,test,prevalence,1142.5222222222221,52.8,2.84112962962963,2.807851851851852,6.500333333333334,21.17877777777778,0.8617777777777778,0.8671111111111112,0.7797777777777778,0.16303703703703704,0.05444444444444444,3.7072592592592595,0.024592592592592593,0.08155555555555556,0.13037037037037036,0.009481481481481481,0.082,0.13822222222222222,1.9044444444444444,0.25555555555555554,0.11266666666666666,0.016074074074074074,0.003703703703703704,0.0,135
